gx,gy,gz,acx,acy,acz
0.67,-1.71,-1.71,0.22,-0.92,-0.33
0.37,-1.89,-2.75,0.22,-0.92,-0.33
2.08,-3.17,-2.56,0.22,-0.92,-0.34
-0.37,-1.22,-0.49,0.21,-0.92,-0.34
0,0.73,-0.67,0.22,-0.92,-0.35
-0.67,0.31,-0.61,0.23,-0.92,-0.34
0.24,-2.2,-1.77,0.24,-0.92,-0.34
0.24,-0.24,-1.65,0.22,-0.92,-0.33
0.43,-1.95,-2.62,0.22,-0.92,-0.35
-0.85,0.24,-1.34,0.23,-0.92,-0.34
0.55,0.12,-2.2,0.23,-0.92,-0.34
-0.43,-1.28,-2.32,0.23,-0.92,-0.34
0.12,-0.79,-1.95,0.21,-0.92,-0.34
0.49,-1.59,-1.95,0.22,-0.92,-0.34
-0.73,0.55,-0.31,0.21,-0.92,-0.34
-0.61,-0.06,-0.61,0.21,-0.92,-0.34
0.98,-0.37,-0.92,0.22,-0.92,-0.34
0.61,-2.26,-2.75,0.23,-0.92,-0.34
0.12,-3.48,-2.87,0.21,-0.92,-0.34
0.55,-1.22,-2.08,0.22,-0.92,-0.34
-0.06,0.31,-0.79,0.23,-0.92,-0.34
0.79,-3.23,-2.75,0.21,-0.92,-0.34
0.43,-2.08,-1.22,0.22,-0.91,-0.34
0.61,-0.55,-0.73,0.21,-0.92,-0.34
0.55,-1.46,-0.85,0.21,-0.93,-0.33
-0.06,-1.89,-1.46,0.21,-0.92,-0.33
0.43,-4.39,-1.71,0.2,-0.92,-0.32
0.98,-1.4,-0.73,0.23,-0.92,-0.34
-0.49,1.71,-0.24,0.23,-0.92,-0.34
-3.97,0.61,2.62,0.23,-0.92,-0.32
-0.49,1.4,0.55,0.24,-0.92,-0.32
-0.24,-0.37,0.24,0.24,-0.92,-0.33
-0.73,-0.43,-0.31,0.24,-0.92,-0.32
-0.24,0.24,-1.22,0.25,-0.92,-0.32
-1.16,0.18,-1.1,0.24,-0.93,-0.32
-1.59,-0.98,-0.79,0.24,-0.92,-0.31
1.77,-1.65,-0.49,0.24,-0.92,-0.32
0.24,-2.5,-0.85,0.26,-0.93,-0.31
0.67,-4.52,-2.14,0.24,-0.92,-0.32
0.31,0.92,-1.22,0.26,-0.92,-0.32
-0.43,-1.95,-2.44,0.25,-0.92,-0.31
-0.61,0.12,-2.38,0.25,-0.93,-0.3
0,-1.28,-2.75,0.24,-0.92,-0.31
-0.37,-0.24,-0.55,0.24,-0.92,-0.3
1.16,-1.65,-1.1,0.24,-0.92,-0.3
1.22,-0.49,-0.61,0.24,-0.92,-0.31
0.06,-0.92,-1.4,0.25,-0.92,-0.31
0.55,-1.4,-1.71,0.25,-0.92,-0.31
-1.1,-1.28,-0.55,0.26,-0.93,-0.3
0.31,-2.38,-2.08,0.25,-0.93,-0.3
-0.43,-0.92,-1.65,0.25,-0.93,-0.31
-0.18,0.31,-1.46,0.25,-0.92,-0.31
-1.59,0,0.43,0.25,-0.93,-0.3
-0.55,1.59,0.43,0.26,-0.93,-0.3
0.31,-0.12,-1.04,0.25,-0.93,-0.29
-0.24,0.37,-0.43,0.26,-0.92,-0.3
-0.31,-0.12,-0.49,0.26,-0.93,-0.29
-0.43,0.43,-0.37,0.26,-0.92,-0.3
-0.06,0.79,-0.67,0.26,-0.92,-0.3
-0.31,-0.24,-0.67,0.27,-0.92,-0.3
-0.24,-1.95,-1.22,0.27,-0.92,-0.3
0.12,-0.37,-1.04,0.26,-0.92,-0.29
0.12,-1.89,-1.4,0.27,-0.93,-0.31
0.55,0,-2.08,0.27,-0.92,-0.29
0.37,-1.53,-1.46,0.27,-0.92,-0.29
0.43,-1.34,-1.89,0.27,-0.92,-0.29
0.85,-2.99,-2.93,0.26,-0.92,-0.3
0.31,-1.83,-1.4,0.27,-0.93,-0.29
0.43,-1.28,-1.83,0.25,-0.92,-0.29
0.43,-0.61,-0.92,0.27,-0.92,-0.3
0.18,-0.73,-0.18,0.27,-0.92,-0.3
1.1,-0.92,-1.16,0.27,-0.92,-0.3
0.67,-0.49,-1.1,0.27,-0.92,-0.3
0.12,0.18,-1.77,0.26,-0.92,-0.31
-0.31,-0.37,-2.26,0.26,-0.92,-0.3
0.31,-1.28,-2.26,0.26,-0.92,-0.3
0,0.06,-1.59,0.27,-0.92,-0.3
-0.12,-0.12,-1.77,0.26,-0.92,-0.3
0.18,-1.53,-1.4,0.26,-0.93,-0.29
0.06,-0.73,-1.1,0.25,-0.93,-0.3
-0.06,-0.37,-1.22,0.26,-0.93,-0.3
-0.12,-0.61,-1.1,0.26,-0.92,-0.29
0,-0.12,-0.55,0.26,-0.92,-0.29
0.18,0.24,-0.49,0.27,-0.92,-0.3
0.37,-0.67,-1.22,0.27,-0.92,-0.3
-0.73,0.43,-1.1,0.27,-0.92,-0.29
0.43,-1.04,-1.59,0.27,-0.92,-0.29
0.24,-0.49,-1.89,0.26,-0.92,-0.29
0.61,-1.1,-1.71,0.27,-0.92,-0.3
0.67,-1.1,-2.08,0.27,-0.92,-0.29
0.55,-2.62,-2.56,0.26,-0.92,-0.3
-0.24,-0.85,-0.73,0.27,-0.92,-0.3
0.24,-1.34,-1.53,0.26,-0.92,-0.3
0.49,-1.65,-1.34,0.26,-0.92,-0.3
0.06,-1.22,-0.79,0.27,-0.92,-0.3
1.4,-3.05,-1.71,0.26,-0.93,-0.3
-0.06,0.79,-0.67,0.26,-0.92,-0.3
-0.24,-0.18,-0.92,0.27,-0.92,-0.3
0.12,0.61,-0.49,0.27,-0.92,-0.29
0.24,-0.31,-0.67,0.27,-0.92,-0.29
0.24,-0.12,-0.43,0.27,-0.92,-0.3
-0.12,-1.34,-1.4,0.27,-0.92,-0.29
-0.12,-1.53,-0.92,0.27,-0.92,-0.3
-0.49,-0.06,-0.79,0.27,-0.92,-0.29
-0.24,-0.24,-0.67,0.28,-0.92,-0.29
-0.06,-0.24,-0.92,0.29,-0.92,-0.29
0.31,0.18,-1.04,0.28,-0.91,-0.29
0.24,-0.18,-1.65,0.28,-0.92,-0.29
-0.31,-0.37,-2.01,0.28,-0.92,-0.29
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
