gx,gy,gz,acx,acy,acz
8.12,-34.06,3.11,0.08,-0.96,0.34
-1.95,-24.72,-31.13,0.1,-0.95,0.35
-22.34,66.65,-61.83,0.03,-0.9,0.29
1.77,93.51,-16.36,0.34,-0.92,0.32
18.68,-121.28,38.33,0.03,-0.93,0.36
8.36,-10.86,59.27,0.07,-0.94,0.43
-3.05,-12.51,30.09,0.03,-0.91,0.43
-5.68,-18.31,3.6,0.03,-0.92,0.41
-10.74,13.67,-27.95,0.07,-0.92,0.38
-10.07,30.21,-34.42,0.11,-0.92,0.35
0.31,14.71,-20.94,0.13,-0.9,0.35
9.95,0.67,-4.7,0.11,-0.9,0.38
11.47,4.7,6.84,0.1,-0.91,0.42
6.9,-0.55,10.44,0.08,-0.91,0.43
3.17,-5.07,4.33,0.07,-0.91,0.41
2.32,-3.54,-2.5,0.08,-0.92,0.37
3.66,1.1,-2.93,0.1,-0.92,0.35
5.92,0.73,0.24,0.09,-0.94,0.32
7.87,-1.77,2.26,0.08,-0.93,0.3
8.61,-6.96,3.6,0.07,-0.96,0.29
7.93,-1.1,1.89,0.07,-0.96,0.27
7.63,-4.94,-1.1,0.05,-0.97,0.26
6.35,-2.87,-4.88,0.05,-0.95,0.25
4.03,2.56,-8.61,0.05,-0.97,0.23
3.42,3.6,-7.02,0.04,-0.98,0.22
3.36,3.85,-6.04,0.04,-0.97,0.21
4.09,2.01,-2.75,0.03,-0.98,0.21
2.93,0.24,-0.31,0.01,-0.98,0.21
2.2,4.33,-0.73,0.01,-0.97,0.2
2.75,-1.4,-3.05,0.02,-0.97,0.2
3.36,-1.1,-3.05,0.01,-0.98,0.2
2.62,-2.01,-2.75,0,-0.99,0.19
-5.92,60.42,-9.09,-0.06,-0.98,0.2
-3.91,13.12,-14.34,-0.04,-1.01,0.2
-1.83,-1.65,-14.47,-0.04,-1,0.21
-3.36,10.44,-20.02,-0.13,-0.97,0.22
-17.88,29.72,-23.8,-0.25,-0.79,0.22
12.33,52.43,-10.25,-0.11,-0.86,0.26
52.86,-36.5,-19.29,0.04,-0.77,0.31
2.99,-164,-1.71,-0.17,-1.39,0.32
-79.04,85.63,54.5,-0.24,-0.99,-0.07
-48.89,-22.46,37.72,-0.15,-1.03,-0.16
-13.92,33.33,3.91,-0.1,-1.02,-0.05
17.33,62.07,-3.6,0.09,-1.05,0.08
8.73,-36.56,-10.68,0.01,-1.03,0.19
-1.71,3.05,-4.33,-0.01,-0.98,0.27
-1.77,7.81,-9.58,0.03,-0.87,0.51
5.92,-72.57,-32.65,0.01,-0.91,0.71
-37.48,-7.39,-10.56,-0.14,-0.84,0.53
-45.1,26.31,27.22,0.05,-0.87,0.43
-28.75,-27.77,48.83,-0.04,-0.87,0.35
-1.34,0.61,0.06,0.07,-0.91,0.39
-0.67,-1.46,-2.01,0.07,-0.92,0.39
-0.55,1.28,-2.01,0.08,-0.91,0.39
-0.18,0.31,-1.16,0.08,-0.91,0.39
-0.61,2.5,-1.22,0.08,-0.91,0.39
-0.18,-0.85,-1.1,0.07,-0.91,0.4
-0.79,1.28,-1.16,0.08,-0.91,0.4
-0.12,-1.28,-0.31,0.08,-0.91,0.4
-0.31,-0.55,1.22,0.07,-0.91,0.4
0.06,0.43,1.77,0.07,-0.91,0.4
1.1,0.73,1.22,0.06,-0.91,0.4
2.44,2.08,-0.79,0.07,-0.91,0.39
7.32,2.56,-2.2,0.08,-0.92,0.38
11.72,-4.52,-3.48,0.08,-0.91,0.38
8.42,-3.54,-2.62,0.09,-0.93,0.37
5.74,1.53,2.26,0.07,-0.93,0.33
8.06,5.31,1.1,0.06,-0.93,0.31
10.62,-6.35,-0.98,0.03,-0.95,0.31
7.81,0.31,-3.6,0.04,-0.95,0.28
8.42,-0.06,-4.27,0.05,-0.97,0.25
6.59,-2.56,-1.34,0.02,-0.98,0.23
4.7,8.24,-1.65,0.01,-0.96,0.2
5.55,3.48,-5,0.03,-0.96,0.18
7.2,-1.16,-7.39,0.02,-0.98,0.17
8,2.44,-5,0.01,-0.99,0.17
6.47,-1.53,-2.87,0,-0.98,0.17
4.52,0.73,-2.08,0,-0.99,0.16
3.85,-2.62,-0.49,-0.01,-0.99,0.16
0.55,-2.01,-1.83,-0.01,-0.99,0.15
0.61,0.31,-3.42,-0.01,-0.98,0.13
3.17,-0.79,-4.15,-0.02,-1,0.14
3.36,3.91,-5.68,-0.07,-1.01,0.16
-3.3,10.31,-8.91,-0.18,-0.89,0.16
13.92,50.66,-4.09,-0.22,-0.9,0.17
36.74,1.65,-22.46,-0.03,-0.58,0.16
49.8,-101.26,-42.48,0.26,-1.83,0.36
-96.31,72.63,18.74,-0.48,-0.83,-0.44
-14.4,-2.08,28.2,-0.16,-0.94,-0.39
9.58,7.2,-11.47,-0.11,-1.13,-0.17
13.49,71.47,18.19,-0.09,-1.09,-0.03
-24.17,46.33,14.71,-0.2,-1.06,-0.1
-8.42,19.35,-5.13,-0.06,-0.97,-0.03
21.24,-47.06,-9.95,0.11,-0.79,0.25
-2.5,-216.86,-25.15,-0.22,-0.92,0.67
-64.03,83.56,0.73,-0.21,-0.95,0.48
-80.69,150.76,45.04,0.04,-0.99,0.29
-1.89,11.84,37.17,0.04,-1.01,0.23
24.29,-84.47,13.79,0.05,-0.8,0.22
-1.04,-37.48,0.43,0.02,-0.88,0.41
-5.31,0.61,-34.12,0.06,-0.96,0.38
-0.06,31.07,-23.56,0.12,-0.92,0.35
12.27,-5.25,-13.43,0.13,-0.9,0.36
11.41,-8.42,-3.17,0.08,-0.92,0.4
1.59,9.03,16.42,0.1,-0.92,0.41
-3.97,-4.88,22.52,0.05,-0.93,0.4
-6.35,-5.55,14.95,0.05,-0.92,0.38
-3.36,-4.76,-0.43,0.06,-0.91,0.36
3.3,-2.32,-12.45,0.09,-0.91,0.35
8.97,1.16,-15.56,0.1,-0.93,0.36
8.67,5.43,-8.3,0.1,-0.93,0.38
3.11,4.58,8.36,0.08,-0.93,0.38
0.31,-5.86,22.52,0.03,-0.93,0.35
5.49,-3.85,12.39,0.02,-0.91,0.33
14.71,-7.26,-4.03,0.03,-0.93,0.33
17.03,-9.22,-11.35,0.04,-0.96,0.3
11.84,-8.12,-12.21,0.05,-0.97,0.27
6.29,12.82,-9.77,0.03,-0.96,0.22
7.75,14.71,-6.53,0.04,-0.97,0.21
8.3,-3.97,0,0,-0.99,0.21
5.98,5.92,-0.55,0,-0.98,0.2
5.13,4.52,-3.3,0,-0.98,0.19
1.34,-2.2,-4.27,-0.01,-1,0.17
0,6.59,-3.36,-0.01,-0.99,0.16
1.95,2.87,-4.39,-0.01,-0.99,0.16
5.31,0.61,-5.98,-0.02,-0.97,0.17
6.59,-3.42,-5.19,-0.02,-0.99,0.19
1.77,-5.49,-6.65,-0.09,-1.01,0.21
-4.52,20.57,-3.6,-0.22,-0.87,0.17
19.84,58.41,-15.14,-0.13,-0.88,0.17
36.5,-5.92,-22.03,-0.03,-0.64,0.21
18.07,-136.47,-39.61,0.33,-1.73,0.43
-82.82,63.72,51.7,-0.42,-0.84,-0.35
-17.4,161.38,43.88,-0.13,-1.05,-0.31
1.77,-34.55,8.18,-0.15,-1.11,-0.14
23.8,25.51,5.74,-0.09,-1.04,0.01
-2.75,-12.08,-13,-0.05,-1.06,0.04
-25.09,36.68,-13.73,-0.08,-1.09,-0.05
-10.5,54.93,4.03,0.02,-0.95,0.03
14.04,-35.89,-3.6,0.17,-0.89,0.28
-9.83,-219.73,-27.83,-0.18,-0.84,0.63
-49.13,79.16,7.39,-0.17,-0.87,0.45
-51.7,107.54,34.24,0.1,-0.88,0.39
-15.44,-26.67,13.43,-0.02,-0.82,0.28
17.52,-5.37,-2.08,0.01,-1.03,0.35
19.71,-0.18,0.06,0,-0.89,0.29
24.9,-11.54,-14.89,0.12,-0.92,0.35
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
